position,bestmove
r4k2/1bp2pp1/1p1b3p/1N1P4/1PP5/5B1P/4RPP1/6K1 b - - 0 30,"['a8a1',]"
r4rk1/pp1b1ppp/2n1pq2/1B1p1n2/Qb1P4/2N1B3/PP2NPPP/R4RK1 w - - 8 13,"['b5c6',]"
8/1pp2p2/p4qp1/2R4p/kP6/7P/5PP1/1R4K1 w - - 5 37,"['c5a5',]"
r1b3Q1/5R2/p3p1p1/1p4kp/8/1KPB1n2/PP3q2/8 w - - 0 43,"['g8g6',]"
r4r2/p4kpp/1bN2p2/3Rp3/2P3b1/1P6/PB4PP/5R1K w - - 1 20,"['c6e5',]"
8/8/1R5P/8/1p6/1k6/r1r5/1K5R w - - 5 54,"['h1h3',]"
1r6/1r3pkp/R3p1p1/2pP4/4P3/5P2/6PP/1R5K b - - 0 27,"['b7b1',]"
4r1k1/pp2rp1p/5Rp1/1q6/P7/1P4Q1/5PPP/5RK1 b - - 0 22,"['b5f1',]"
r4rk1/ppQ2Bp1/3p2q1/1P6/3P4/P3n1P1/7P/R4RK1 b - - 0 24,"['f8f7',]"
8/8/p3p3/3p2p1/1P1Ppk2/2P4P/5PK1/8 b - - 4 42,"['e6e5',]"
8/8/p1k3p1/P1P2P2/2K4p/7P/8/8 b - - 0 51,"['g6f5',]"
8/n6p/P1pk1pp1/5P2/1PPK2P1/7P/8/8 w - - 0 37,"['f5g6',]"
7k/p1q4p/5Pp1/1ppb4/3n1PQ1/2KP4/PP6/2R1R3 b - - 1 27,"['c7a5',]"
4rbk1/3n3p/3p2p1/3Pp3/2p1P1P1/P1q1BP2/7Q/4K2R w K - 0 27,"['e3d2',]"
8/p1r1k3/1P1R1p1p/8/1P6/7P/6PK/8 b - - 0 51,"['e7d6',]"
1k1r2nr/1p1q3p/p3Qpb1/4n3/8/2BB4/PPP2PPP/R4RK1 w - - 2 21,"['c3e5',]"
8/8/7p/4p1p1/3kN1P1/r4PN1/4K3/8 w - - 2 59,"['g3f5',]"
2r2rk1/1b3ppp/p2p1qn1/1p3N2/4P3/3Qp3/PPP3PP/R4R1K w - - 0 21,"['f5h6',]"
8/pp6/2q3kp/P4p2/2p1rQ2/2P3P1/5P1K/3R4 w - - 6 36,"['d1d6',]"
3qr1k1/R5p1/3p3B/1p2p3/6Pb/5P1P/1PQ5/6K1 b - - 0 24,"['d8b6',]"
4r1k1/pp3ppp/1q4b1/1Nb5/2Q4B/2P4P/PP3PP1/R5K1 b - - 2 24,"['e8e4',]"
8/4rk1p/P4p2/3R4/3b4/1P5P/2P3P1/1K6 b - - 2 36,"['e7e1',]"
r3k2r/pB2qppp/2pQ4/4n3/1B6/4P1Pb/PPP2P1P/R3K2R b KQkq - 0 15,"['e5f3',]"
Bn2k2r/p3pp1p/3p2p1/8/8/2P3b1/P1QB1P1q/3RRK2 b k - 6 23,"['h2f2',]"
3b3k/1p3rpp/p5q1/3Q3n/8/1PN1P2P/1PP3P1/R6K w - - 0 31,"['d5d8',]"
r3k2r/1p1b1ppp/1B1bp3/nN1pq3/7P/2P5/P3BPP1/R2Q1RK1 w kq - 1 18,"['f2f4',]"
r3k2r/p1p1bp2/1np1p2p/2q1P1p1/Q3N3/6B1/PP4PP/R4R1K w kq - 4 19,"['e4c5',]"
r2qkb1r/ppp2pp1/3pb2p/3n4/2BQP3/8/PPP2PPP/R1B2RK1 w kq - 0 10,"['e4d5',]"
r2qk2r/ppp1bpp1/4b3/7p/3PP3/6P1/P2NP1BP/R1BQ1RK1 b kq - 0 13,"['d8d4',]"
r1bq1rk1/pp3pp1/2nbp2p/2p5/2nP4/2P1B3/PPB1NPPP/RN1Q1RK1 w - - 3 12,"['d1d3',]"
3r1k1r/1Q4pp/p1n5/qp6/1P6/2K1PN2/2P2PPP/3R1B1R b - - 0 18,"['a5b4',]"
4k2r/Bpp1bpp1/3p1nq1/3P4/2P3b1/1P3pP1/1P1NQP1P/4R1K1 w k - 0 19,"['e2e7',]"
2r2r2/6k1/p3p1bp/4P1b1/1p1P4/2P1N1B1/PP1K2P1/4RR2 b - - 1 34,"['b4c3',]"
3r1n1k/p5Rp/1p4p1/8/2Bp4/1N5b/P1P3PP/6K1 w - - 0 31,"['g7g8',]"
8/1k6/1P1Kp1p1/3pP3/7P/8/8/8 b - - 2 48,"['d5d4',]"
r4rk1/BRp2pp1/3b3p/2P5/5P2/6P1/P6P/3R2K1 b - - 0 23,"['a8a7',]"
rn2k3/pp6/2pP2pp/5rq1/2B4b/2N2N2/PPP5/R2Q1K1R b q - 0 17,"['g5e3',]"
rn2k2r/p3bppp/2p1bn2/qp6/3NP3/2N1B3/PPPQ2PP/1K1R1B1R b kq - 4 14,"['f6e4',]"
3q1rk1/5pb1/1p3nR1/3b3p/3B3P/1B1PP3/2P1QP2/1N2K3 b - - 0 21,"['f7g6',]"
2kr1bnr/ppq1pppp/2n5/3pPb2/3N4/2P4P/PP2QPP1/RNB1KB1R b KQ - 0 8,"['c6d4',]"
N1b4r/pp2kppp/4p3/8/3P4/Q1q1P3/2pN1PPP/R3KB1R b KQ - 7 19,"['c3a3',]"
q1nb2k1/5pp1/7p/NQ1Pp3/1BP1n3/5B2/6PP/6K1 b - - 1 32,"['c8d6',]"
4n3/2PR4/1p2r2k/7p/1P4p1/8/6BP/7K b - - 0 48,"['e6e1',]"
8/p7/8/1PP1p3/4K3/2b3k1/8/8 w - - 0 49,"['b5b6',]"
r2qk2r/ppp2pp1/2p1bn2/2b4p/N3P3/3P3P/PPP2PP1/R1BQKB1R b KQkq - 3 8,"['c5f2',]"
2kr3r/ppp1n2p/2Nb1p2/3p2pq/3P4/2P5/PPQN1P2/R1B1RBK1 b - - 0 15,"['h5h2',]"
3r1rk1/1pp2ppp/pb1p2N1/4p3/1P6/Pn1P3P/1BP2PP1/R4R1K w - - 0 22,"['g6e7',]"
3r2k1/1pr1qpp1/2b1p1np/p3P3/Pn1N4/BB2R3/3Q1PPP/3R2K1 w - - 8 25,"['d4c6',]"
8/R6p/1p4k1/4p3/5n2/PN2KP2/2r4P/8 b - - 0 32,"['c2e2',]"
1k6/1p6/pK4p1/7p/P1P5/4R1P1/3r4/8 w - - 2 36,"['e3e8',]"
1r6/p1p2n2/1pk2Pp1/6r1/8/2N5/PPP4K/3R2R1 b - - 3 24,"['b8h8',]"
1r4k1/3b1p1p/3pp1p1/Ppq5/1N6/1Pr1PP2/4QP1P/1R3R1K w - - 5 26,"['b4a6',]"
2r3k1/1b1nbpp1/pq2p2p/1p1p4/1P1P1B2/PQ2PN2/5PPP/1BR3K1 w - - 1 19,"['c1c8',]"
6k1/3r2p1/Q1b5/1p1qPp2/5B2/8/1P4PP/6RK b - - 0 44,"['d5g2',]"
8/5k2/8/2N1p1p1/1P2Pn1p/2P2P1P/5RPK/1r6 b - - 5 37,"['f4h5',]"
r2q2k1/5ppp/p7/2B5/1p1n4/6Q1/PPP3PP/2K4R b - - 0 22,"['d4e2',]"
8/3b4/2p3k1/2p3r1/4p2p/PPP2r2/4RPNK/4R3 w - - 3 42,"['g2h4',]"
r1b2rk1/pp2bpp1/1qpp1n1p/2n1p3/1P2P3/P1NP1N2/1BP1BPPP/R2Q1RK1 w - - 1 12,"['b4c5',]"
5k1r/p1p1qppp/8/1r6/1b1p2b1/1P4P1/PBPPPPBP/R2QK2R b KQ - 2 14,"['g4e2',]"
3r4/pR4p1/2p2N1k/4p2p/2B1Pn1N/1P6/P1P2PPP/3R2K1 b - - 0 31,"['d8d1',]"
5r2/1p1R4/p2Qq1pk/4P2p/3P1n1P/8/PP5K/8 w - - 1 36,"['d6f8',]"
rnb2r2/ppp2B1k/3p3p/2b4Q/4P3/3P4/Pq1NKPPP/8 w - - 0 15,"['h5g6',]"
r7/ppk5/2n3pp/2b1pN1q/3pP1n1/1P4NP/1P4P1/R1BQ1R1K b - - 1 22,"['g4f2',]"
4R3/pp3ppk/7p/1qpQ3b/5B2/8/PPP2PP1/2K5 b - - 0 24,"['b5f1',]"
6k1/pppq1pp1/3n1B1p/8/4R1b1/3B2Q1/PPP2PPP/6K1 b - - 0 19,"['d6e4',]"
4rk2/1p2nb2/1N6/pN2b1pB/P1P1pp2/8/1P3PP1/3RK3 w - - 4 35,"['b6d7',]"
5Bk1/pppq1r2/2n5/4p1p1/P5Bb/2P1PN2/3P2K1/R2Q1R2 b - - 0 22,"['d7g4',]"
1k1r4/p4P2/1pQ1p3/2p4q/P1P4P/8/1BP2PP1/6K1 b - - 0 27,"['d8d1',]"
5k2/p4p1p/1p4p1/8/4P3/2r5/PR3PPP/6K1 b - - 1 23,"['c3c1',]"
1r6/1n4p1/1P1p1kp1/4p3/2K1P3/5P1P/5BP1/2R5 b - - 12 46,"['b8c8',]"
5rk1/p5pp/2ppp3/4p2R/4N1Q1/8/PPP3P1/1K6 b - - 0 22,"['f8f1',]"
r2qkb1r/pp2pppp/2n5/1B1n4/3p2b1/2N2N1P/PPP2PP1/R1BQK2R w KQkq - 0 8,"['c3d5',]"
r1bq1rk1/ppbn2pp/2p1p3/4Np2/3P1B2/2PBP2Q/PP3PPP/R3K2R b KQ - 1 13,"['d7e5',]"
r1bq4/pp4k1/7p/3Qp1p1/5rn1/1B6/PPPN1PPP/R4RK1 b - - 0 18,"['d8d5',]"
2rqk2r/p4p1p/7b/3QPR2/2p5/2N5/PPnP2PP/R1B3K1 b k - 0 19,"['d8d5',]"
r4k1r/pppq1p2/3pb2p/6p1/2nQ4/8/PPP2PPP/R4RK1 w - - 0 17,"['d4h8',]"
r1b1r1k1/pp1p1Npp/2p2q2/2bB3Q/8/3P4/PPP2PPP/R1B2RK1 b - - 0 12,"['f6f2',]"
2r2k2/R6p/1p2B3/8/4P3/1P2P1P1/P2r3P/6K1 b - - 0 24,"['c8c1',]"
8/8/7p/pp3k2/6p1/PP2K1P1/7P/8 w - - 0 56,"['e3d4',]"
4K3/5p2/5kpp/8/7P/6P1/5P2/8 w - - 0 56,"['f2f3',]"
3r3r/p1kq4/1pp5/3p2p1/QN1Pp1b1/P6p/1PP3PP/R4R1K w - - 0 26,"['f1f7',]"
6k1/p1r3bp/Rrn1p1p1/3p1p2/B2P4/4PNqP/1PP3P1/Q3R1K1 w - - 2 26,"['a6b6',]"
8/1p3pp1/p1k3p1/3nR3/3P4/Q5P1/P3KP1r/7q w - - 10 33,"['a3c5',]"
r1bqr3/ppp1k1pp/1b3n2/nP1pp1NP/4P3/2PP4/P4PP1/RNBQK2R w KQ - 0 12,"['c1a3',]"
6B1/p2R4/5p1p/2r3k1/4b3/6P1/P5PK/8 w - - 10 45,"['d7g7',]"
1r6/5pkp/6p1/8/8/8/1R3PPP/rR4K1 b - - 0 39,"['a1b1',]"
1r2r1kb/7p/3pP1pB/p1q1n3/2p1PN2/P1P5/B2Q4/2K3RR b - - 4 25,"['c5a3',]"
8/6k1/3p2p1/p2P3p/4P3/3B2K1/8/8 b - - 1 46,"['a5a4',]"
8/5rk1/4K1p1/3R2P1/8/8/8/8 w - - 10 70,"['d5d7',]"
2r3k1/1b1n1pp1/3Qp2p/1Pp5/2N4q/4P3/r3BPPP/1RR3K1 w - - 11 26,"['d6d7',]"
8/8/4P1kp/2R2Np1/2P5/1P4K1/r7/4n3 b - - 0 35,"['a2g2',]"
8/8/8/p1pp4/4kPp1/1K4P1/P1P5/8 w - - 0 36,"['a2a3',]"
8/pp4p1/2b1p1k1/3q1n2/3P1Q2/4B3/5PPP/R5K1 b - - 4 28,"['d5g2',]"
1r6/6k1/3q2p1/3p1p2/1P1P3Q/2P5/3n1PPP/4R1K1 w - - 13 36,"['e1e7',]"
3r4/p4ppk/2q4p/2NpPb2/1PPQ4/5P2/P6P/3R3K b - - 0 41,"['d5c4',]"
2k2N2/pp2N3/3P4/2p5/P3Pqp1/2P2r1r/1P2Q1Kp/5R1R b - - 2 35,"['c8b8',]"
8/2p2k2/1r2R2p/3P2p1/2K3P1/8/7P/8 w - - 3 36,"['e6b6',]"
r4rk1/1pp1qpp1/1nn1b2p/p6Q/8/P1NBBN1P/2P2PP1/2KRR3 b - - 0 18,"['e7a3',]"
r2q2k1/ppp3p1/2np1n1B/2bbp3/4P3/3P2Q1/PPP2PPP/R4RK1 w - - 0 14,"['g3g7',]"
3q1r1k/6pp/4Qn2/8/3P1R2/5P2/7r/2R1B2K w - - 0 33,"['h1h2',]"
r7/2k1n1b1/1pqp1pp1/1R2p2p/2PpP3/r2P1B1P/PQ2NKP1/R7 w - - 2 27,"['e2d4',]"
r4rk1/pb2q1pp/1p6/1N3p2/4p3/4P1Q1/P1B2KPP/1R5R b - - 1 26,"['f5f4',]"
5q2/2r2p1k/4pRrp/4P2Q/2ppPB2/8/1PP3P1/7K w - - 4 38,"['h5g6',]"
8/2r3p1/5k2/4R3/1pp2P2/4K3/PP6/8 b - - 1 42,"['c4c3',]"
6k1/5p2/4p3/3p1qpP/2rP3R/4QPK1/8/8 w - g6 0 35,"['h5g6',]"
5nk1/6pp/4p3/2p1b1P1/4P3/1P3RNP/3Q2BK/qr6 w - - 2 33,"['d2d8',]"
r6k/pp2qr2/4p1Q1/1b1p1p2/3R1R2/2P4P/PP4P1/7K w - - 5 28,"['f4h4',]"
4rr1k/pp4pp/2p1B3/2bnpP1q/8/2NP1R2/PPPB2QP/4K3 w - - 7 21,"['f3h3',]"
8/k7/p5R1/1p5p/3b1P1K/1P1r3P/1P2R1P1/3r4 w - - 1 49,"['e2e7',]"
2r1R3/pQ5p/5kp1/1P6/P7/8/5PPP/6K1 b - - 0 34,"['c8c1',]"
3r2kr/p5pp/1p2n3/2pNP3/8/4B3/PP4PP/5RK1 w - - 0 27,"['d5e7',]"
8/6p1/3k1r2/1R6/6Kp/7P/5P2/8 w - - 1 51,"['b5b6',]"
r4rk1/2qb2pp/p2bp3/1p2nN2/1P2Q3/P1n3N1/2B2PPP/R1B2RK1 w - - 0 22,"['f5h6',]"
N1bk3r/pp1p4/3R1n2/7p/2Q1P1q1/5R2/PPP1K3/8 b - - 2 28,"['g4g2',]"
8/8/p4k2/P2p3p/3P3P/5K2/8/8 b - - 5 48,"['f6f5',]"
r5k1/p4pp1/2pB4/6P1/2B3np/P1N5/1PP5/5K2 b - - 0 26,"['g4e3',]"
8/pp1k4/3P2P1/2PK1n2/P5N1/7p/8/8 b - - 4 44,"['f5e3',]"
2kr2nr/pppbb1pp/2n1p3/3pP3/3P1B2/2P3P1/PP1N1KBq/R2Q2N1 w - - 3 13,"['d2f1',]"
8/8/5P2/1kr4R/8/6K1/8/8 b - - 0 52,"['c5h5',]"
8/1bnr2pk/4pq1p/p1B1Rp2/P1B2P2/1PP3Q1/3r2PP/4R1K1 b - - 0 44,"['d2g2',]"
6r1/4pk2/p1rp1n2/4pQ2/Np2P3/1P3Rp1/P1P1q3/1K3R2 w - - 2 34,"['f5h5',]"
4n1k1/K7/1p6/7p/1P1b1PpP/P3P1P1/8/8 w - - 0 47,"['e3d4',]"
r1b1r1k1/p4p1p/1p1p4/2pP1P2/2P1N2q/3Q3P/PP5K/R4R2 b - - 2 24,"['e8e4',]"
4rr1k/2p3pp/p2P4/1p3p2/1P4P1/1BP1q2R/P4QP1/R5K1 b - - 0 25,"['e3f2',]"
2r2rk1/p4ppp/1p2p3/3pP2Q/3N4/7R/P4PPP/2R3K1 b - - 0 23,"['c8c1',]"
4r1k1/pp3pbp/1q6/3p3p/5B2/2Pn1P2/PP1N1R2/4R1K1 w - - 0 22,"['e1e8',]"
8/5p2/8/2Q3pk/PP4qp/6P1/5PKP/8 b - - 3 48,"['h4h3',]"
6k1/5rpp/1r3p2/6q1/1PB4n/P6P/5PP1/3R1R1K w - - 0 23,"['d1d8',]"
r1b2rk1/5ppp/4p3/1B6/1P6/5P2/2PR2PP/2K4R b - - 0 18,"['a8a1',]"
1qr3k1/1r3ppp/p2p4/b2P4/4PNPP/2P5/PP1Q4/K2R3R b - - 0 23,"['b7b2',]"
2Q5/1p5k/1p3K2/8/5q2/P1P5/8/8 w - - 3 50,"['c8f5',]"
3r2k1/4qp2/4r1pp/1p6/pP5P/4bRP1/P1B1Q1P1/5R1K b - - 2 30,"['d8d2',]"
8/1R5p/p7/3N2pk/PP3P2/6K1/5r1r/8 w - - 0 48,"['b7h7',]"
4R3/pq1r1ppk/7p/3p4/P2Q4/2P2P1P/6PK/8 w - - 3 32,"['d4d3',]"
1q2nr1k/5p1p/4NP2/p7/7Q/4p3/1PP3PP/1K6 w - - 0 33,"['e6f8',]"
2k1q3/pp1r4/6p1/3R4/6Q1/1B6/PPP5/1K6 b - - 0 33,"['e8e1',]"
4r1k1/Bp3p1p/3pbQp1/4p3/1P2P3/P6P/B4PPK/2q5 w - - 1 26,"['a7e3',]"
3r4/R1R5/7k/p2r2pp/3p1P2/7P/6P1/7K w - - 0 51,"['f4f5',]"
2r2rk1/1p4p1/p3p2p/3p1p1q/8/2P1RN2/PP3P2/RQ3K2 b - - 1 25,"['f5f4',]"
2kr3r/ppp3p1/1b1p2qp/1P1NppN1/3nP3/3P4/P1PQ1PPP/2KR3R w - - 1 15,"['d5e7',]"
q7/5pkp/1n2pnp1/2p1N3/1p6/1P1PN2P/2PQ1PP1/6K1 b - - 0 24,"['a8a1',]"
2kr3r/bpp2pp1/2pqbn2/P6p/1N2P3/2PP3P/4BPP1/R1BQK2R b KQ - 0 14,"['f6e4',]"
r4r1k/ppp2Rpp/8/4q3/2Bb2b1/2N5/PP4PP/R4Q1K w - - 1 18,"['f7f8',]"
r1bqkbnr/pp1p1Bp1/2n4p/4p3/3NP3/8/PPP2PPP/RNBQK2R b KQkq - 0 6,"['e8f7',]"
8/1K6/8/6kp/8/8/P7/8 b - - 1 46,"['h5h4',]"
6k1/1p1r1pp1/p6p/3p2q1/PPnBr3/4PQ2/2R2PPP/2R3K1 w - - 1 25,"['c2c4',]"
r2q2k1/4p1b1/5pN1/2p2Qp1/8/3P2P1/1PpK2P1/7R w - - 0 29,"['f5e6',]"
r1b2rk1/5pp1/p3p1B1/1p1p2p1/3q4/P7/1PQ2PK1/7R w - - 4 29,"['g6h7',]"
1r6/3k4/3p1p2/4p1p1/2PpP1Pp/Pp1P1P1P/1K6/1R6 w - - 0 43,"['a3a4',]"
4r1k1/p6p/2Q2pp1/5b2/1P6/2P5/P2rqPPP/R1KR4 w - - 0 26,"['d1d2',]"
r2q1rk1/1b3ppp/p2b4/1p1n4/2P1R3/1BP2N2/PP3PPP/R1BQ2K1 b - - 0 16,"['d5c3',]"
rn2r1k1/ppp2ppp/3p4/4q3/4P3/4BQP1/P1P4P/R4RK1 w - - 4 18,"['f3f7',]"
r2qr1k1/pp4pp/5bn1/3N2N1/Q4Bb1/8/PP1R1PPP/4R1K1 b - - 0 19,"['e8e1',]"
1r3rk1/5p1p/3qp3/p2pRp2/3P2P1/2P5/P2Q3P/4R1K1 w - - 0 21,"['d2g5',]"
8/4k3/4n3/6P1/2P4P/P2Q4/6K1/r7 b - - 0 55,"['e6f4',]"
r5k1/p1pN1r1p/1p2pppP/8/8/2B5/PPP3b1/2K2R1R w - - 2 24,"['d7f6',]"
2b5/4qpkp/3n1bp1/3B4/3N4/1Q3N1P/5PP1/6K1 b - - 3 30,"['f6d4',]"
8/1pp2Rpk/3p1b1p/1q1P4/4P3/3P4/5Q1P/1r3B1K w - - 2 33,"['f2f6',]"
8/8/p7/8/2npb1kP/P2p2P1/5R2/4K3 w - - 2 45,"['f2f4',]"
1r2k1nr/N3pp1p/6p1/8/8/8/PbP2PPP/1RB1K2R b Kk - 1 14,"['b2c3',]"
4q1k1/pppb1pbp/3p2p1/3P4/2PQ1P2/2B2BP1/PP5P/6K1 w - - 2 25,"['d4g7',]"
5rk1/pR5p/3bpq1p/3p4/8/P2Q1NP1/5P1P/6K1 w - - 3 31,"['d3h7',]"
Nn1q1r1k/pb6/1pp1Qp1p/2Pp2p1/3Pn3/P7/1P2PPPP/R3KBNR b KQ - 0 17,"['b7c8',]"
6rk/1R3Qp1/6Pp/p6P/8/2Pq1p2/K7/8 w - - 0 51,"['f7g8',]"
8/8/3Qp1k1/5qp1/8/7P/5PK1/8 b - - 14 94,"['f5d5',]"
1k5r/ppp4p/2p5/4bQp1/4P3/6P1/Pq1rKPBP/2RR4 w - - 0 23,"['d1d2',]"
r4r1k/ppp1q1p1/6p1/5Q2/2B5/2P5/P1P2PPP/2KR4 w - - 0 22,"['f5h3',]"
r2q3r/pp3pk1/1n1b1Np1/2pP4/8/2Q5/PP2B1PP/R4RK1 b - - 4 18,"['d6h2',]"
r4rk1/pQp2ppp/3q4/3p3b/2nP4/2P1PN1P/P3BPP1/R4RK1 b - - 0 17,"['f8b8',]"
6k1/1P1B1p2/4p3/3pP1Pp/P4K1P/2r5/1R1Q2P1/2q5 b - - 6 39,"['c1f1',]"
3r4/p5R1/8/2p2p1k/4rB2/1KP2bR1/PP3P2/8 b - - 4 40,"['f3d1',]"
r1b3k1/ppp2rpp/3p4/3P4/3p4/3P1Q2/PPq2PPP/R3R1K1 w - - 0 15,"['e1e8',]"
6k1/6p1/3q3p/1RrPp2P/P1p1p3/2Q3P1/5P2/5K2 w - - 2 37,"['c3b4',]"
b5rk/6p1/1qpQR2p/5p2/3P4/5P2/1P4PP/6K1 w - - 0 33,"['e6h6',]"
1Q2nkr1/5p2/3p2b1/2pP4/2P1p3/4P1B1/P2KBPP1/q7 w - - 1 25,"['g3d6',]"
6k1/p2nq1pp/5r2/1p1p2N1/2pP4/2P5/PPQ3PP/5RK1 w - - 0 25,"['c2h7',]"
8/8/6k1/2P3P1/p2K1P2/6rp/8/3R4 b - - 0 46,"['a4a3',]"
1q3bk1/5ppp/8/3Qr3/2B5/6NP/6PK/8 w - - 0 39,"['d5f7',]"
2r3k1/pp1b1ppp/4p3/q3P3/PbNP1n2/1P1Q1N2/4BKPP/5R2 w - - 2 22,"['d3e4',]"
8/8/4k1p1/1p1p3p/pP3P1P/P1P2K2/8/8 b - - 4 52,"['e6f5',]"
8/8/8/pp1p1k2/6pP/PPP3K1/8/8 b - - 0 41,"['b5b4',]"
2r5/4r3/3kP2p/pppPRRpP/3pKpP1/1P3P2/1P6/8 w - - 2 47,"['f5f7',]"
3r1b2/6kp/3P2p1/RP3p2/1q2pP1P/1B1p2P1/Q6K/8 w - - 1 43,"['a5a7',]"
1k5r/6RP/1pp5/7r/p1P5/8/PP3PP1/6K1 w - - 4 46,"['g7g8',]"
6k1/pp4n1/2p2Q2/2P5/P2P1P2/2q5/2P3R1/4r1K1 w - - 2 31,"['g1h2',]"
r1bqk2r/1pp2pp1/3p1n1p/p1b1p3/2BNP3/P1NPB2P/1PP2PP1/R2QK2R b KQkq - 0 9,"['e5d4',]"
2b2rk1/3pbppp/3r4/q7/2p5/6P1/PPQBPPBP/R3K2R b KQ - 3 16,"['d6d2',]"
r4rk1/p3Bpbp/6p1/8/4n3/4PN2/P4PPP/R4RK1 b - - 0 19,"['f8e8',]"
5rk1/1q3ppb/4p2p/B2p4/3Pn2N/Q3PP1P/Pr2B1P1/2R1K2R b K - 0 21,"['e4g3',]"
r3k2r/4bppp/p2p4/2pPp3/4P3/2N2P1q/PP1BQP1n/R3K2R w KQkq - 0 16,"['e1c1',]"
r3k2r/pp1n1p2/4p1p1/3pPnPp/2pP1Q1P/2B2N2/qPPK1P2/3R3R w kq - 0 20,"['d1a1',]"
2r1r3/2R2pkp/4p1p1/pR4P1/5P2/B1b5/P6P/5K2 w - - 5 29,"['c7c3',]"
r1bqk2r/pp3ppp/4p1n1/2bnP3/8/3B1N2/PP2QPPP/RNB2RK1 w kq - 2 11,"['d3g6',]"
7k/ppp3p1/1b4qp/8/1P3R2/PQ6/2bBrPPP/6K1 w - - 0 26,"['f4f8',]"
7k/ppq3pp/2pNQpn1/2Pp4/8/6P1/PP4PP/3rN1K1 w - - 1 25,"['e6e8',]"
8/kp2R1p1/pr5q/8/3Q4/P1P5/1P6/K7 b - - 4 37,"['h6c1',]"
3rb1k1/6p1/p1p2q1p/1pP1N3/3P4/P4R1P/1P4P1/3Q2K1 b - - 6 35,"['f6e5',]"
4k1r1/p4p2/1pb1pB2/2b4p/4P2P/1P1r2P1/P4PB1/RN3RK1 b - - 0 17,"['d3g3',]"
8/7p/5Kpk/5p2/8/4p1r1/8/4R3 w - - 0 44,"['e1h1',]"
r5k1/6pp/p1R5/4Pp2/1P3P2/4P3/1P3P1r/R4K2 b - - 2 28,"['h2h1',]"
r1b2rk1/ppp2ppp/3p4/3q4/P7/3BP2P/1PPQ1PP1/1R2K2R w K - 2 15,"['d3h7',]"
1r6/6kp/p5p1/1b1Q4/2R5/7P/1q3PP1/6K1 w - - 2 39,"['c4c7',]"
4k1r1/2p4Q/pN3r2/1p6/1P6/P2B3P/7K/3b4 b - - 0 44,"['f6f2',]"
6r1/ppR2pr1/1q1pk3/4p3/P6p/1P3Q1P/5PBK/2R5 b - - 6 34,"['g7g2',]"
2r2rk1/pp2ppbp/3p2p1/5N2/2PP1B2/1PnQ4/q3BPPP/2R2RK1 b - - 0 19,"['c3e2',]"
r5kr/pp1n2p1/3BpnQ1/q1pp3p/1b1P3P/P1N5/1PP1NPP1/R4RK1 b - - 0 15,"['b4c3',]"
2k5/6K1/2q2Q2/p7/8/6P1/7P/8 b - - 0 66,"['c6f6',]"
3r2k1/p4q1p/1p4p1/4Q3/1P2p3/P3P3/3r1PPP/2R1R1K1 b - - 1 27,"['f7f2',]"
4r1k1/pp3ppb/1qpb4/3pnPP1/3N4/2N1B2Q/PPP3B1/R5K1 b - - 5 23,"['b6b2',]"
8/4r1pk/R6p/4p1P1/3p3P/2n5/6K1/8 w - - 1 45,"['g5g6',]"
8/2p1kp2/3p4/3Pp3/p3P2P/Pr3R2/6P1/4K3 w - - 3 43,"['f3b3',]"
4r1k1/pp1b3p/2p1r2B/3p3p/4pQq1/8/P5PP/R4R1K w - - 10 30,"['f4f8',]"
1R6/R5p1/p1b1k3/2P5/8/2n1P3/5PpP/6K1 b - - 0 31,"['c3e2',]"
1rk5/2q2p1R/p1rp2n1/1p2p1Q1/4Pp2/2P5/PP1R1BP1/1K6 w - - 10 32,"['g5f5',]"
2k5/5p2/p4p2/8/B1P1N1K1/3p2P1/PP6/5r2 b - - 1 33,"['f6f5',]"
3r3k/4R1pp/p2P1p2/8/6P1/8/P6P/6K1 w - - 0 35,"['d6d7',]"
7k/8/5P2/6K1/8/5r2/7p/R7 b - - 1 67,"['f3g3',]"
5r1k/pQR4p/2p3p1/3p2K1/P3pr2/2N5/7P/8 b - - 5 34,"['f8f5',]"
6k1/1bq1pp1p/3p2p1/3P4/1pPQ4/1P1B3P/r4PP1/R5K1 b - - 1 32,"['c7c5',]"
6k1/p4p2/7p/5PP1/3pBK2/1b6/p2r3P/2R5 w - - 0 42,"['c1c8',]"
8/8/1K6/P7/6kp/8/8/8 b - - 1 55,"['h4h3',]"
2kr1b1r/pp1n1pp1/2p1pnp1/8/2Bq1BP1/2N2Q1P/PPP2P2/2K1R2R w - - 0 16,"['f3c6',]"
r4rk1/1ppn4/p1n1p1pP/3p4/3P4/P1NQPq1P/1PP2P2/2K4R w - - 0 21,"['d3g6',]"
r2r2k1/p1p2ppp/2p1p3/4P3/N2R4/1q5P/2b2BP1/3Q1RK1 w - - 1 23,"['d4d8',]"
r4rk1/ppp3p1/7p/n2p1p2/3q2P1/P5P1/1PQN2P1/1B2RK1R b - - 0 19,"['f5g4',]"
6k1/3bnppp/p4n2/1pp5/4N3/1B1P1N2/PPP2PPP/6K1 b - - 1 19,"['f6e4',]"
8/p4pp1/1p4kp/5n2/3BKP1P/Pr2P1P1/R7/8 w - - 1 36,"['h4h5',]"
8/8/4kpp1/8/5PP1/6K1/8/8 b - - 2 52,"['e6d5',]"
